TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,SYMBOL,SERIES,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,NAME,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,VOLUME,VALUE,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4,Segment,Industry,Nifty500,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,Overlay,History_OK,Regime,Own_Narrow,ATR14,SMA50,SMA100,Width_ATR,Value_Ratio,Above_SMA50,Above_SMA100,Setup,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation,Daily_Signal,Weekly_Signal,Monthly_Signal,Confluence_Score
2026-09-25,2026-09-25,CM,NSE,STK,9667,INE630Y01024,MEDICO,EQ,,,,,MEDICO REMEDIES LIMITED,33.15,33.16,26.0,26.0,26.0,32.5,,26.01,,,3539670,96316461.27,8488,F1,1,,,,,,Cash Only,Unclassified,False,28.386666666666667,29.58,27.193333333333335,29.58,27.193333333333335,2.386666666666663,9.179487179487165,Wide,Bearish,Below CPR,False,False,1.0,60,7400198.975,Lower,True,Risk Off,False,2.6728571428571426,40.9384,41.903,0.8929271334402268,13.015388045022128,False,False,No setup,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed,0,0,0,0
2026-09-25,2026-09-25,CM,NSE,STK,24145,INE03DD01011,RETAIL,EQ,,,,,JHS SVENDGAARD RETAIL V L,17.98,20.06,16.36,20.06,20.06,16.72,,20.06,,,111518,2140772.79,419,F1,1,,,,,,Cash Only,Unclassified,False,18.826666666666668,18.21,19.443333333333335,19.443333333333335,18.21,1.2333333333333343,6.148222000664678,Wide,Bullish,Above CPR,False,False,1.0,60,56974.945,Higher,True,Risk Off,False,1.5114285714285718,17.3252,18.0652,0.8160050409577824,37.5739334193302,True,True,No setup,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed,0,0,0,0
2026-09-25,2026-09-25,CM,NSE,STK,764828,INE798F01010,PANCHMAHQ,EQ,,,,,PANCHMAHAL STEEL LTD.,339.0,339.0,288.55,290.1,308.0,305.0,,296.14,,,526,164937.3,32,F1,1,,,,,,Cash Only,Unclassified,False,305.8833333333333,313.775,297.9916666666667,313.775,297.9916666666667,15.783333333333303,5.440652648511996,Wide,Bearish,Below CPR,False,False,1.0,21,50379.05,Outside,True,Risk Off,False,23.496428571428574,,,0.6717332928003229,3.273926364232751,False,False,No setup,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed,0,0,0,0
2026-09-25,2026-09-25,CM,NSE,STK,8477,INE01P501012,XELPMOC,EQ,,,,,XELPMOC DESIGN & TECH LTD,75.3,89.5,75.1,89.5,89.5,74.59,,89.5,,,129401,11040005.6,1129,F1,1,,,,,,Cash Only,Unclassified,False,84.7,82.3,87.10000000000001,87.10000000000001,82.3,4.800000000000011,5.363128491620124,Wide,Bullish,Above CPR,False,False,1.0,60,731705.2,Higher,True,Risk Off,False,4.245714285714287,79.515,85.7277,1.1305518169582796,15.08805130809512,True,True,No setup,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed,0,0,0,0
2026-09-25,2026-09-25,CM,NSE,STK,4064,INE144D01012,CUBEXTUB,EQ,,,,,CUBEX TUBINGS LTD,147.9,152.24,130.05,152.24,152.24,138.4,,152.24,,,2579721,378406402.13,26657,F1,1,,,,,,Cash Only,Unclassified,False,144.84333333333333,141.145,148.54166666666666,148.54166666666666,141.145,7.396666666666647,4.858556664915033,Wide,Bullish,Above CPR,False,False,0.9833333333333333,60,3167529.895,Higher,True,Risk Off,False,8.465714285714288,82.8342,85.2679,0.8737203284958912,119.46419281703417,True,True,No setup,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed,0,0,0,0
2026-09-25,2026-09-25,CM,NSE,STK,766176,INE1EQW01028,SSRETAIL,EQ,,,,,SS RETAIL LIMITED,816.1,869.95,692.5,728.2,725.0,811.8,,728.1,,,34422519,27478215597.85,823811,F1,1,,,,,,Cash Only,Unclassified,False,763.5500000000001,781.225,745.8750000000001,781.225,745.8750000000001,35.34999999999991,4.8544355946168505,Wide,Bearish,Below CPR,False,False,0.6666666666666666,3,27478215597.85,Lower,False,Risk Off,False,,,,,1.0,False,False,No setup,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed,0,0,0,0
2026-09-25,2026-09-25,CM,NSE,STK,13689,INE035801013,AERONEU,EQ,,,,,AEROFLEX NEU LIMITED,93.0,94.0,78.0,80.22,78.0,80.64,,80.29,,,288275,25115924.06,4428,F1,1,,,,,,Cash Only,Unclassified,False,84.07333333333334,86.0,82.14666666666668,86.0,82.14666666666668,3.8533333333333246,4.803457159478091,Wide,Bearish,Below CPR,False,False,0.9833333333333333,60,3771397.6799999997,Higher,True,Risk Off,False,5.337857142857144,80.3396,84.98630000000001,0.7218876845532789,6.659579866952668,False,False,No setup,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed,0,2,0,2
2026-09-25,2026-09-25,CM,NSE,STK,756090,INE0OC301013,TURTLEMINT,EQ,,,,,TURTLEMINT FINTECH SOLS L,90.65,97.77,87.24,87.24,87.24,109.04,,87.24,,,17986707,1643088338.26,97845,F1,1,,,,,,Cash Only,Unclassified,False,90.75,92.505,88.995,92.505,88.995,3.509999999999991,4.023383768913332,Wide,Bearish,Below CPR,False,False,0.9833333333333333,60,115513779.36,Lower,True,Risk Off,False,9.745714285714286,132.87380000000002,,0.3601583113456455,14.224176088458647,False,False,No setup,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed,0,0,0,0
2026-09-25,2026-09-25,CM,NSE,STK,758968,INE0Y8W01025,AHCL,EQ,,,,,ANLON HEALTHCARE LIMITED,28.78,31.51,27.71,31.51,31.51,28.65,,31.56,,,80210539,2429734096.23,149549,F1,1,,,,,,Cash Only,Unclassified,False,30.243333333333336,29.61,30.876666666666672,30.876666666666672,29.61,1.2666666666666728,4.019887866285854,Wide,Bullish,Above CPR,False,False,1.0,60,45046479.555,Higher,True,Risk Off,False,2.4650000000000003,17.054799999999997,15.8938,0.5138607167004757,53.9383792081552,True,True,No setup,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed,0,0,0,0
2026-09-25,2026-09-25,CM,NSE,STK,13367,INE353H01010,SGL,EQ,,,,,STL GLOBAL LIMITED,10.18,10.18,8.9,9.03,9.13,9.81,,9.02,,,64242,594609.23,379,F1,1,,,,,,Cash Only,Unclassified,False,9.37,9.54,9.2,9.54,9.2,0.33999999999999986,3.7652270210409733,Wide,Bearish,Below CPR,False,False,1.0,60,56170.21,Overlapping,True,Risk Off,False,0.725,9.8492,10.322000000000001,0.46896551724137914,10.585846661424267,False,False,No setup,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed,0,0,0,0
