TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,SYMBOL,SERIES,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,NAME,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,VOLUME,VALUE,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4,Segment,Industry,Nifty500,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,Overlay,History_OK,Regime,Own_Narrow,ATR14,SMA50,SMA100,Width_ATR,Value_Ratio,Above_SMA50,Above_SMA100,Setup,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation,Daily_Signal,Weekly_Signal,Monthly_Signal,Confluence_Score
2026-09-18,2026-09-18,CM,NSE,STK,14479,INE753U01022,DIVGIITTS,EQ,,,,,DIVGI TORQTRANSFER SYST L,1122.2,1141.7,1118.7,1130.2,1124.0,1122.2,,1130.15,,,45303,51120566.1,4352,F1,1,,,,,,Cash Only,Unclassified,False,1130.2,1130.2,1130.2,1130.2,1130.2,0.0,0.0,Narrow,Neutral,Inside CPR,False,False,0.016666666666666666,60,89568671.65,Higher,True,Risk On,False,73.35714285714288,1095.9740000000002,949.4235000000001,0.0,0.570741590315859,True,True,No setup,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,0,0,0,0
2026-09-18,2026-09-18,CM,NSE,STK,762985,INE967G01019,ZSARACOM,EQ,,,,,SARASWATI COMM (INDIA) L,10400.0,10400.0,10400.0,10400.0,10400.0,10338.0,,10400.0,,,4,41600.0,4,F1,1,,,,,,Cash Only,Unclassified,False,10400.0,10400.0,10400.0,10400.0,10400.0,0.0,0.0,Narrow,Neutral,Inside CPR,False,False,0.016666666666666666,60,569488.5,Higher,True,Risk On,False,640.0,11841.18,10802.8875,0.0,0.07304800711515684,False,False,No setup,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,0,0,0,0
2026-09-18,2026-09-18,CM,NSE,STK,765237,INE165G01010,ASSAMENT,EQ,,,,,ASSAM ENTRADE LIMITED,780.0,780.0,780.0,780.0,780.0,780.0,,780.0,,,1,780.0,1,F1,1,,,,,,Cash Only,Unclassified,False,780.0,780.0,780.0,780.0,780.0,0.0,0.0,Narrow,Neutral,Inside CPR,False,False,0.1875,16,4673.4,Higher,False,Risk On,False,45.26785714285715,,,0.0,0.1669020413403518,False,False,No setup,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,0,0,0,0
2026-09-18,2026-09-18,CM,NSE,STK,762812,INE605D01012,NEAGI,EQ,,,,,NEELAMALAI AGRO INDS. L,3308.0,3308.0,3308.0,3308.0,3308.0,3308.0,,3312.0,,,1,3308.0,1,F1,1,,,,,,Cash Only,Unclassified,False,3308.0,3308.0,3308.0,3308.0,3308.0,0.0,0.0,Narrow,Neutral,Inside CPR,False,False,0.16666666666666666,60,52356.35,Lower,True,Risk On,False,91.77857142857144,3230.794,,0.0,0.06318240289859778,True,False,No setup,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,0,0,0,0
2026-09-18,2026-09-18,CM,NSE,STK,30323,INE418N01035,ESSENTIA,EQ,,,,,INTEGRA ESSENTIA LIMITED,1.03,1.04,1.02,1.03,1.04,1.02,,1.03,,,1591457,1638675.42,678,F1,1,,,,,,Cash Only,Unclassified,False,1.03,1.03,1.03,1.03,1.03,0.0,0.0,Narrow,Neutral,Inside CPR,False,False,0.058333333333333334,60,3324267.58,Inside,True,Risk On,False,0.04142857142857143,1.2838,1.3178999999999998,0.0,0.4929432967005622,False,False,No setup,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,0,-2,0,-2
2026-09-18,2026-09-18,CM,NSE,STK,17358,INE735W01017,UTKARSHBNK,EQ,,,,,UTKARSH SMALL FIN BANK L,14.11,14.38,13.96,14.17,14.23,14.05,,14.17,,,5303916,74716989.01,4749,F1,1,,,,,,Cash Only,Unclassified,False,14.170000000000002,14.170000000000002,14.170000000000002,14.170000000000002,14.170000000000002,0.0,0.0,Narrow,Neutral,Below CPR,False,False,0.025,60,71657427.935,Higher,True,Risk On,False,0.7514285714285714,14.568399999999999,14.238399999999999,0.0,1.042697054069193,False,False,No setup,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,0,0,0,0
2026-09-18,2026-09-18,CM,NSE,STK,765180,INE671C01016,SUNLOC,EQ,,,,,SUNIL HEALTHCARE LTD.,73.49,73.49,73.49,73.49,73.49,73.49,,73.62,,,1,73.49,1,F1,1,,,,,,Cash Only,Unclassified,False,73.49,73.49,73.49,73.49,73.49,0.0,0.0,Narrow,Neutral,Inside CPR,False,False,0.11363636363636363,22,11189.145,Inside,True,Risk On,False,2.1707142857142836,,,0.0,0.0065679727986365346,False,False,No setup,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,0,0,0,0
2026-09-18,2026-09-18,CM,NSE,STK,757,INE007A01025,CRISIL,EQ,,,,,CRISIL LTD,4560.0,4615.0,4540.0,4577.5,4540.0,4560.0,,4577.49,,,81962,375076854.6,12384,F1,1,,,,,,Cash Only,Financial Services,True,4577.5,4577.5,4577.5,4577.5,4577.5,0.0,0.0,Narrow,Neutral,Inside CPR,False,False,0.016666666666666666,60,215859446.9,Inside,True,Risk On,False,121.25714285714268,4501.398,4278.927,0.0,1.7375975894803426,True,True,No setup,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,0,-2,0,-2
2026-09-18,2026-09-18,CM,NSE,STK,11082,INE908V01012,LIBAS,EQ,,,,,LIBAS CONSU PRODUCTS LTD,12.25,12.9,11.3,12.1,11.68,12.0,,12.1,,,272411,3362499.47,572,F1,1,,,,,,Cash Only,Unclassified,False,12.100000000000001,12.100000000000001,12.100000000000001,12.100000000000001,12.100000000000001,0.0,0.0,Narrow,Neutral,Below CPR,False,False,0.016666666666666666,60,262904.055,Higher,True,Risk On,False,0.8392857142857146,10.3246,11.163899999999998,0.0,12.78983494568009,True,True,No setup,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,0,0,0,0
2026-09-18,2026-09-18,CM,NSE,STK,765090,INE398L01017,KANCOTEA,EQ,,,,,KANCO TEA & INDS. LTD.,55.62,55.62,55.62,55.62,55.62,55.62,,55.62,,,1,55.62,1,F1,1,,,,,,Cash Only,Unclassified,False,55.62,55.62,55.62,55.62,55.62,0.0,0.0,Narrow,Neutral,Inside CPR,False,False,0.0625,24,11496.165,Higher,True,Risk On,False,2.929285714285713,,,0.0,0.004838135152026784,False,False,No setup,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,0,0,0,0
2026-09-18,2026-09-18,CM,NSE,STK,764763,INE938C01019,LAKSHMIMIL,EQ,,,,,LAKSHMI MILLS CO. LTD.,7654.0,7654.0,7654.0,7654.0,7654.0,7968.5,,7654.0,,,1,7654.0,1,F1,1,,,,,,Cash Only,Unclassified,False,7654.0,7654.0,7654.0,7654.0,7654.0,0.0,0.0,Narrow,Neutral,Inside CPR,False,False,0.045454545454545456,22,193070.0,Lower,True,Risk On,False,269.2142857142857,,,0.0,0.03964365256124722,False,False,No setup,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,0,0,0,0
2026-09-18,2026-09-18,CM,NSE,STK,762670,INE507F01023,EMPOWER,EQ,,,,,EMPOWER INDIA LTD.,2.38,2.38,2.38,2.38,2.38,2.5,,2.38,,,1202346,2861583.48,1105,F1,1,,,,,,Cash Only,Unclassified,False,2.38,2.38,2.38,2.38,2.38,0.0,0.0,Narrow,Neutral,Inside CPR,False,False,0.1875,32,9587337.765,Lower,True,Risk On,False,0.11428571428571435,,,0.0,0.29847529628575675,False,False,No setup,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,0,0,0,0
2026-09-18,2026-09-18,CM,NSE,STK,25786,INE879E01037,KANANIIND,EQ,,,,,KANANI INDUSTRIES LTD,1.43,1.44,1.4,1.42,1.42,1.41,,1.42,,,132727,188177.9,263,F1,1,,,,,,Cash Only,Unclassified,False,1.42,1.42,1.42,1.42,1.42,0.0,0.0,Narrow,Neutral,Inside CPR,False,False,0.041666666666666664,60,181143.875,Lower,True,Risk On,False,0.08142857142857149,1.4988,1.5319,0.0,1.0388311501009901,False,False,No setup,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,0,0,0,0
